'2017-07-11 161742.70', 43.66067, -79.39852666666667, 108.1, 21.4,88.7,4.1, 999.9, 1.5,448.7, 4.1, 239.7,0.0,;
'2017-07-11 161743.70', 43.66067, -79.39852666666667, 108.0, 21.4,71.7,4.2, 999.8000000000001, 1.5,431.7, 4.2, 272.5,0.0,;
'2017-07-11 161744.70', 43.66067, -79.398525, 107.9, 21.4,75.7,4.0, 999.9, 1.6,435.7, 4.0, 253.1,0.0,;
'2017-07-11 161745.70', 43.66067, -79.398525, 107.8, 21.4,79.7,3.4, 999.9, 1.6,439.7, 3.4, 256.1,0.0,;
'2017-07-11 161746.70', 43.66067, -79.398525, 107.7, 21.4,81.3,3.6, 999.9, 1.5,441.3, 3.6, 276.8,0.0,;
'2017-07-11 161747.70', 43.660671666666666, -79.398525, 107.6, 21.4,71.3,3.2, 1000.0, 1.5,431.3, 3.2, 212.0,0.0,;
'2017-07-11 161748.70', 43.660671666666666, -79.398525, 107.5, 21.4,87.8227193836,3.08965652238, 999.9, 1.5,448.3, 3.1, 156.2,0.027777777777777776,;
'2017-07-11 161749.70', 43.660671666666666, -79.398525, 107.4, 21.4,81.3439314799,4.29233313358, 999.9, 1.5,441.7, 4.3, 155.5,0.027777777777777776,;
'2017-07-11 161750.70', 43.660671666666666, -79.398525, 107.3, 21.3,72.8158474752,5.59939018848, 1000.0, 1.5,433.1, 5.6, 161.7,0.027777777777777776,;
'2017-07-11 161751.70', 43.660671666666666, -79.39852666666667, 107.2, 21.3,80.1566297305,4.59650488684, 999.9, 1.5,440.5, 4.6, 163.1,0.027777777777777776,;
'2017-07-11 161752.70', 43.660671666666666, -79.39852666666667, 107.2, 21.3,95.5335652779,3.29282607935, 1000.0, 1.5,456.0, 3.3, 170.8,0.027777777777777776,;
'2017-07-11 161753.70', 43.660671666666666, -79.39852666666667, 107.2, 21.3,61.1366353546,3.40383314906, 999.9, 1.6,421.6, 3.4, 159.3,0.027777777777777776,;
'2017-07-11 161754.70', 43.660671666666666, -79.39852666666667, 107.2, 21.3,93.5409647685,3.18920409886, 999.9, 1.5,454.0, 3.2, 160.9,0.027777777777777776,;
'2017-07-11 161755.70', 43.660671666666666, -79.39852833333333, 107.2, 21.3,89.0595844237,2.79126417818, 999.9, 1.5,449.6, 2.8, 161.0,0.027777777777777776,;
'2017-07-11 161756.70', 43.660671666666666, -79.39852833333333, 107.2, 21.3,104.827174448,3.4840221584, 1000.0, 1.5,465.2, 3.5, 159.9,0.027777777777777776,;
'2017-07-11 161757.70', 43.660671666666666, -79.39852833333333, 107.2, 21.3,94.0276186482,3.99012960727, 1000.0, 1.5,454.4, 4.0, 163.4,0.027777777777777776,;
'2017-07-11 161758.70', 43.660671666666666, -79.39853, 107.2, 21.3,79.8818985894,4.99891382991, 999.9, 1.5,440.2, 5.0, 167.8,0.027777777777777776,;
'2017-07-11 161759.70', 43.660671666666666, -79.39853, 107.3, 21.3,76.0,4.6, 1000.0, 1.5,436.0, 4.6, 167.3,0.0,;
'2017-07-11 161800.70', 43.660671666666666, -79.39853, 107.3, 21.3,70.2,4.7, 999.8000000000001, 1.5,430.2, 4.7, 171.6,0.0,;
'2017-07-11 161801.70', 43.66067, -79.39853166666667, 107.4, 21.3,80.7,4.5, 999.9, 1.5,440.7, 4.5, 182.2,0.0,;
'2017-07-11 161802.70', 43.66067, -79.39853166666667, 107.5, 21.3,86.7,3.8, 999.9, 1.5,446.7, 3.8, 209.3,0.0,;
'2017-07-11 161803.70', 43.66067, -79.39853166666667, 107.6, 21.3,99.4,5.0, 999.9, 1.5,459.4, 5.0, 220.9,0.0,;
'2017-07-11 161804.70', 43.66067, -79.39853333333333, 107.7, 21.3,103.3,4.2, 999.8000000000001, 1.5,463.3, 4.2, 206.5,0.0,;
'2017-07-11 161805.70', 43.660668333333334, -79.39853333333333, 107.7, 21.3,93.9,4.2, 999.9, 1.5,453.9, 4.2, 231.2,0.0,;
'2017-07-11 161806.70', 43.660668333333334, -79.39853333333333, 107.8, 21.3,79.1,4.2, 999.9, 1.5,439.1, 4.2, 248.0,0.0,;
'2017-07-11 161807.70', 43.660668333333334, -79.39853333333333, 107.9, 21.3,87.7,4.2, 999.9, 1.5,447.7, 4.2, 250.1,0.0,;
'2017-07-11 161808.70', 43.660668333333334, -79.398535, 108.0, 21.3,88.0,3.8, 999.9, 1.5,448.0, 3.8, 268.2,0.0,;
'2017-07-11 161809.70', 43.660668333333334, -79.398535, 108.1, 21.3,82.0,5.8, 999.9, 1.5,442.0, 5.8, 333.9,0.0,;
'2017-07-11 161810.70', 43.660668333333334, -79.398535, 108.2, 21.3,87.0,4.2, 999.9, 1.5,447.0, 4.2, 282.8,0.0,;
'2017-07-11 161811.70', 43.660668333333334, -79.398535, 108.2, 21.3,60.3,3.5, 999.9, 1.5,420.3, 3.5, 276.4,0.0,;
'2017-07-11 161812.70', 43.660668333333334, -79.39853666666667, 108.2, 21.3,71.0,2.9, 999.9, 1.5,431.0, 2.9, 303.3,0.0,;
'2017-07-11 161813.70', 43.660668333333334, -79.39853666666667, 108.2, 21.3,77.1,3.5, 999.9, 1.5,437.1, 3.5, 303.5,0.0,;
'2017-07-11 161814.70', 43.660668333333334, -79.39853666666667, 108.2, 21.3,86.1,3.8, 999.8000000000001, 1.5,446.1, 3.8, 293.6,0.0,;
'2017-07-11 161815.70', 43.660668333333334, -79.39853666666667, 108.2, 21.3,78.2,4.2, 999.9, 1.5,438.2, 4.2, 306.3,0.0,;
'2017-07-11 161816.70', 43.66067, -79.39853666666667, 108.2, 21.3,71.5,3.5, 999.9, 1.5,431.5, 3.5, 319.6,0.0,;
'2017-07-11 161817.70', 43.66067, -79.398535, 108.1, 21.2,69.0,4.0, 999.9, 1.5,429.0, 4.0, 280.2,0.0,;
'2017-07-11 161818.70', 43.66067, -79.398535, 108.1, 21.2,74.2,3.4, 999.9, 1.5,434.2, 3.4, 209.1,0.0,;
'2017-07-11 161819.70', 43.66067, -79.398535, 108.0, 21.2,64.3,4.1, 999.9, 1.5,424.3, 4.1, 287.3,0.0,;
'2017-07-11 161820.70', 43.660671666666666, -79.39853333333333, 108.0, 21.2,81.8,3.9, 999.9, 1.5,441.8, 3.9, 231.5,0.0,;
'2017-07-11 161821.70', 43.660671666666666, -79.39853333333333, 108.0, 21.2,78.4,5.2, 999.8000000000001, 1.5,438.4, 5.2, 260.0,0.0,;
'2017-07-11 161822.70', 43.660671666666666, -79.39853333333333, 107.9, 21.2,82.8,4.3, 999.9, 1.5,442.8, 4.3, 289.4,0.0,;
'2017-07-11 161823.70', 43.660673333333335, -79.39853333333333, 107.9, 21.2,88.3,4.8, 999.8000000000001, 1.5,448.3, 4.8, 321.8,0.0,;
'2017-07-11 161824.70', 43.660673333333335, -79.39853166666667, 107.8, 21.2,94.6349274076,5.01870109267, 999.9, 1.5,454.4, 5.0, 322.2,0.027777777777777776,;
'2017-07-11 161825.70', 43.660673333333335, -79.39853166666667, 107.8, 21.2,97.1,4.9, 999.9, 1.5,457.1, 4.9, 322.4,0.0,;
'2017-07-11 161826.70', 43.660673333333335, -79.39853166666667, 107.8, 21.2,97.0,4.4, 999.9, 1.5,457.0, 4.4, 141.6,0.0,;
'2017-07-11 161827.70', 43.660675, -79.39853166666667, 107.8, 21.2,104.3,5.0, 1000.0, 1.5,464.3, 5.0, 152.8,0.0,;
'2017-07-11 161828.70', 43.660675, -79.39853166666667, 107.8, 21.2,97.067058084,2.18641280008, 999.9, 1.5,457.7, 2.2, 158.1,0.027777777777777776,;
'2017-07-11 161829.70', 43.660675, -79.39853, 107.8, 21.2,92.0,1.8, 999.9, 1.5,452.0, 1.8, 160.4,0.0,;
'2017-07-11 161830.70', 43.660675, -79.39853, 107.8, 21.2,61.305015814,2.00106513869, 999.9, 1.5,422.1, 2.0, 153.9,0.027777777777777776,;
'2017-07-11 161831.70', 43.660675, -79.39853, 107.9, 21.2,80.6659950345,3.49160863374, 999.8000000000001, 1.5,441.1, 3.5, 153.3,0.027777777777777776,;
'2017-07-11 161832.70', 43.660675, -79.39853, 107.9, 21.2,87.5917831857,4.89116485351, 999.9, 1.5,447.9, 4.9, 159.2,0.027777777777777776,;
'2017-07-11 161833.70', 43.660675, -79.39853, 107.9, 21.2,86.7,4.7, 999.8000000000001, 1.5,446.7, 4.7, 294.8,0.0,;
'2017-07-11 161834.70', 43.660675, -79.39853166666667, 108.0, 21.2,78.1681441206,5.11415429383, 999.8000000000001, 1.5,437.9, 5.1, 317.4,0.027777777777777776,;
'2017-07-11 161835.70', 43.660675, -79.39853166666667, 108.0, 21.2,72.5917022665,3.321844886, 999.9, 1.5,431.2, 3.3, 326.7,0.08333333333333333,;
'2017-07-11 161836.70', 43.660675, -79.39853166666667, 108.1, 21.2,76.2448850494,3.42307263206, 999.9, 1.5,434.9, 3.4, 329.5,0.08333333333333333,;
'2017-07-11 161837.70', 43.660675, -79.39853166666667, 108.1, 21.2,74.502733931,3.23314014959, 999.8000000000001, 1.5,432.1, 3.2, 329.5,0.1388888888888889,;
'2017-07-11 161838.70', 43.660675, -79.39853333333333, 108.1, 21.2,88.6518824551,3.43695862535, 999.8000000000001, 1.5,447.4, 3.4, 331.7,0.08333333333333333,;
'2017-07-11 161839.70', 43.660675, -79.39853333333333, 108.1, 21.2,79.2820090526,2.00496255284, 999.9, 1.5,438.5, 2.0, 338.6,0.027777777777777776,;
'2017-07-11 161840.70', 43.660675, -79.39853333333333, 108.2, 21.3,47.7179673227,2.09093746269, 999.8000000000001, 1.5,407.0, 2.1, 336.4,0.027777777777777776,;
'2017-07-11 161841.70', 43.660675, -79.39853333333333, 108.2, 21.3,62.1,3.6, 999.8000000000001, 1.5,422.1, 3.6, 341.3,0.0,;
'2017-07-11 161842.70', 43.660675, -79.39853333333333, 108.1, 21.3,78.7035925029,3.80733069239, 999.8000000000001, 1.5,438.3, 3.8, 333.2,0.027777777777777776,;
'2017-07-11 161843.70', 43.660675, -79.39853333333333, 108.1, 21.3,76.7272019559,4.70707868164, 999.9, 1.5,436.4, 4.7, 331.8,0.027777777777777776,;
'2017-07-11 161844.70', 43.660675, -79.39853333333333, 108.0, 21.3,87.0237920591,4.51110392006, 999.9, 1.5,446.7, 4.5, 333.3,0.027777777777777776,;
'2017-07-11 161845.70', 43.660675, -79.39853333333333, 108.0, 21.3,83.7465584238,4.40787692917, 999.9, 1.5,443.4, 4.4, 337.1,0.027777777777777776,;
'2017-07-11 161846.70', 43.66067666666667, -79.39853333333333, 107.9, 21.3,81.9761968191,3.20790709166, 999.8000000000001, 1.5,441.5, 3.2, 335.2,0.027777777777777776,;
'2017-07-11 161847.70', 43.66067666666667, -79.39853333333333, 107.8, 21.3,82.6244872158,2.90805762928, 999.8000000000001, 1.5,442.1, 2.9, 335.5,0.027777777777777776,;
'2017-07-11 161848.70', 43.66067666666667, -79.39853333333333, 107.7, 21.3,65.7446627533,2.89645708253, 999.9, 1.5,425.2, 2.9, 342.8,0.027777777777777776,;
'2017-07-11 161849.70', 43.66067833333334, -79.39853333333333, 107.6, 21.3,69.8626880148,2.4008877243, 999.9, 1.6,429.2, 2.4, 337.7,0.027777777777777776,;
'2017-07-11 161850.70', 43.66067833333334, -79.39853166666667, 107.5, 21.3,65.9365802626,2.50020279411, 999.9, 1.6,425.3, 2.5, 335.2,0.027777777777777776,;
