,gps_time,alt,amb,ch4,ch4d,co,co2,co2d,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
0,2019-08-16 14:15:57.500000,107.5,22.3719,1.98069,2.01027,0.0375657,393.476,398.514,0.0,216.8,50.4471,15093.2,1.2,205.3,43.661206666666665,-79.39892333333333,1002.1,9.86719,24.6425,0.0,21.0075,20.7,48.1,204.4,2.2,4.5
1,2019-08-16 14:15:58.500000,107.6,22.3748,1.96859,2.00365,0.0303932,391.92,400.11,0.0,214.7,50.5692,14767.1,1.2,205.3,43.661206666666665,-79.39892333333333,1002.1,9.86537,24.6326,0.0,21.0078,20.7,57.6,216.3,2.6,5.2
2,2019-08-16 14:15:59.500000,107.7,22.3775,1.97927,2.01087,0.0734889,392.23,399.613,0.600527,189.2,50.5207,14691.7,1.2,205.4,43.661206666666665,-79.39892333333333,1002.1,9.86855,24.639,0.0,21.0084,20.7,69.6,226.9,2.8,5.9
3,2019-08-16 14:16:00.500000,107.8,22.3859,1.98325,2.00258,0.0,391.468,397.503,0.0,200.8,50.4415,15084.0,1.2,205.4,43.661206666666665,-79.39892333333333,1002.2,9.86563,24.6386,0.0,21.0093,20.7,71.8,226.8,3.1,6.0
4,2019-08-16 14:16:01.500000,107.9,22.3854,1.97343,2.00911,0.191491,390.983,398.341,0.0879377,215.9,50.5828,14975.2,1.2,205.3,43.661208333333335,-79.39892166666667,1002.2,9.86686,24.6354,0.0,21.0097,20.7,72.1,227.1,3.1,6.2
5,2019-08-16 14:16:01.500000,107.9,22.3889,1.97995,2.00797,0.0,392.138,397.854,0.0,215.9,50.5079,14965.6,1.2,205.3,43.661208333333335,-79.39892166666667,1002.2,9.86569,24.6296,0.0,21.0102,20.7,72.1,227.1,3.1,6.2
6,2019-08-16 14:16:02.500000,107.9,22.3992,1.97764,1.99966,0.476513,391.944,396.703,0.0,194.9,50.4407,14779.4,1.2,205.3,43.661208333333335,-79.39892166666667,1002.2,9.86934,24.6334,0.0,21.0118,20.7,75.6,229.0,3.3,6.3
7,2019-08-16 14:16:03.500000,108.0,22.3957,1.97086,2.00893,0.0,389.889,396.774,0.0099128,225.4,50.589,15007.9,1.2,205.3,43.661208333333335,-79.39892166666667,1002.1,9.86629,24.6366,0.0,21.0125,20.7,70.6,224.1,3.4,6.7
8,2019-08-16 14:16:04.500000,108.0,22.4013,1.97664,2.00915,0.0,389.782,396.466,0.0,236.9,50.4788,14909.9,1.2,205.3,43.661208333333335,-79.39892,1002.1,9.8679,24.6444,0.0,21.0132,20.7,69.1,224.0,3.2,6.2
9,2019-08-16 14:16:05.500000,108.0,22.4077,1.979,2.00209,0.0507863,389.799,394.696,0.0590946,221.7,50.4726,14794.9,1.2,205.3,43.661208333333335,-79.39892,1002.1,9.86747,24.6322,0.0,21.0144,20.7,76.0,233.0,3.2,6.4
10,2019-08-16 14:16:06.500000,108.0,22.4082,1.97482,2.00668,0.0,389.321,395.711,0.0,217.4,50.5746,14910.8,1.2,205.2,43.66121,-79.39892,1002.2,9.86971,24.6388,0.0,21.0148,20.7,76.6,231.3,3.4,6.6
11,2019-08-16 14:16:07.500000,107.9,22.4111,1.97605,2.00359,0.0,390.283,394.915,0.501059,194.1,50.4743,14923.8,1.2,205.2,43.66121,-79.39892,1002.2,9.86992,24.6306,0.0,21.0155,20.7,68.0,222.0,2.8,5.4
12,2019-08-16 14:16:08.500000,107.9,22.4176,1.97586,1.99864,0.14757,389.599,396.743,0.0,209.7,50.4826,14988.3,1.2,205.2,43.66121166666667,-79.39891833333333,1002.1,9.87117,24.6386,0.0,21.0161,20.7,68.6,222.8,2.6,4.9
13,2019-08-16 14:16:09.500000,107.9,22.417,1.97433,2.00124,0.272268,389.91,396.539,0.0525854,199.6,50.5652,14883.9,1.2,205.2,43.66121166666667,-79.39892,1002.1,9.86589,24.6406,0.0,21.0172,20.7,74.7,229.3,2.2,4.5
14,2019-08-16 14:16:10.500000,107.9,22.4202,1.97613,2.00638,0.164522,390.762,397.335,0.153543,210.1,50.4637,15130.1,1.2,205.2,43.661213333333336,-79.39892,1002.2,9.86745,24.6383,0.0,21.0178,20.7,73.7,223.6,2.7,4.6
15,2019-08-16 14:16:11.500000,107.9,22.429,1.97784,2.00454,0.16878,390.715,396.302,0.121782,198.1,50.5308,15016.8,1.2,205.1,43.661215,-79.39891833333333,1002.0,9.86739,24.6323,0.0,21.0183,20.7,71.4,218.0,2.2,4.7
