,gps_time,alt,amb,ch4,ch4d,ch4cal,co,co2,co2d,co2cal,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
8950,2018-10-16 16:38:19.200000,107.1,22.3289302689,1.93404002474,1.93832269426,2.0210524098,2.23994438033,428.002000175,436.518923006,425.059994814,2.03881565303,343.5,140.60438269,5196.07516384,2.6,345.0,43.6597116667,-79.4026466667,1004.9,6.49490885703,7.32633981819,12.9,18.9447815806,9.8,344.2,0.4,2.0,11.1
8951,2018-10-16 16:38:20.200000,108.1,22.3305241546,1.9339628615,1.94276745071,2.02109468776,1.99660337072,429.169565192,434.85460037,426.267862967,2.05846317643,343.4,140.614580005,5346.30389736,2.6,343.6,43.65974,-79.402655,1004.9,6.49333472233,7.31549608709,13.3,18.9457753851,9.8,347.7,2.5,2.7,12.5
8952,2018-10-16 16:38:21.200000,107.7,22.331144598,1.93178525294,1.93804989827,2.01867659133,2.26318744589,432.338565628,434.124783309,429.450595599,2.28938907,342.1,140.64264993,5343.43520303,2.6,344.3,43.6597733333,-79.402675,1004.9,6.49535142839,7.3009345493,13.7,18.9458971776,9.8,353.8,5.4,1.9,11.2
8953,2018-10-16 16:38:22.200000,106.9,22.3296138362,1.93278606363,1.93974413935,2.02002803982,1.99944437677,433.941894644,434.48631143,431.135496579,2.13663494016,342.8,140.625719763,5345.65424855,2.6,340.7,43.659805,-79.402685,1005.0,6.49475385139,7.31663478004,13.7,18.9470249377,9.8,13.8,9.4,1.4,10.1
8954,2018-10-16 16:38:23.200000,107.5,22.3365130092,1.93422591492,1.94336486123,2.02150237351,3.01325355749,432.846125967,437.276782772,430.015694563,1.95691628979,343.3,140.610718978,5310.38229957,2.6,343.4,43.6598316667,-79.4026983333,1005.0,6.492832031,7.3208976351,13.5,18.9476343662,9.8,20.3,11.2,2.0,10.9
8955,2018-10-16 16:38:24.200000,108.4,22.3327331236,1.93209137424,1.94247439893,2.01914700669,2.34655093646,432.652881211,438.202266364,429.800027883,2.00591254488,343.2,140.63783126,5284.72085804,2.6,344.1,43.659855,-79.4027083333,1004.9,6.49802075181,7.33056931573,13.3,18.9480075001,9.8,7.4,7.6,2.1,10.9
8956,2018-10-16 16:38:25.200000,108.2,22.3303568707,1.9363533249,1.94450756568,2.02346436123,2.48362923529,432.278218599,438.10038167,429.37846451,2.38553329117,342.2,140.612129706,5458.36910874,2.6,339.0,43.65989,-79.4027233333,1004.9,6.48935886853,7.33301373805,13.5,18.9489520834,9.8,18.0,9.6,1.4,9.5
8957,2018-10-16 16:38:26.200000,106.8,22.3314434383,1.93030367569,1.94574929848,2.01721113766,2.11490648131,433.731970555,437.744713924,430.883020133,1.99662768849,344.1,140.62280327,5415.71826635,2.6,335.1,43.6599133333,-79.40273,1005.0,6.49631135136,7.30154599827,13.3,18.9489654448,9.8,357.5,1.8,1.9,11.0
8958,2018-10-16 16:38:27.200000,106.6,22.3302468728,1.92992512528,1.94287172036,2.01696003073,1.83939058517,429.883693219,436.203813541,427.020930504,1.96201250282,343.0,140.636650022,5438.81550788,2.6,342.1,43.6599466667,-79.4027383333,1004.9,6.49200542904,7.32894655131,13.5,18.950150627,9.8,332.4,355.7,1.5,10.1
8959,2018-10-16 16:38:28.200000,107.3,22.3302429825,1.92786420263,1.94155612104,2.0147905049,1.97116130583,430.608228462,438.274439663,427.757153547,2.26622661413,342.7,140.635379335,5383.67409143,2.6,341.0,43.659975,-79.4027516667,1004.9,6.49754186544,7.31025146691,13.7,18.9504420665,9.8,301.7,350.1,1.1,8.8
