,gps_time,lat,lon,alt,temp,wd_corr,ws_corr,pressure,hdop,lgr_time,ch4_d,co2_d,co_d,h2o,avg,comp_time;
147,2017-07-19 19:15:52.400000,43.67168500000001,-79.4091230952381,117.221,31.357,3.227,0.514,1001.057,0.9,2017-07-19 19:16:15.716000,1.968,408.59,1.275,19953.343,15,2017-07-19 15:16:00.227622;
148,2017-07-19 19:16:06.900000,43.67167055555555,-79.40913022222225,118.473,31.4,28.478,0.793,1001.047,0.9,2017-07-19 19:16:30.646500,1.96,406.481,1.329,20018.599,15,2017-07-19 15:16:15.237204;
149,2017-07-19 19:16:21.900000,43.67170877777778,-79.4093008888889,117.693,31.2,328.937,1.773,1001.033,0.947,2017-07-19 19:16:45.577000,1.949,405.22,1.169,19984.772,15,2017-07-19 15:16:30.244513;
150,2017-07-19 19:16:36.900000,43.671929,-79.40962577777776,118.473,30.94,354.753,2.0,1000.867,0.9,2017-07-19 19:17:00.505500,1.947,405.113,1.174,20064.458,15,2017-07-19 15:16:45.240840;
151,2017-07-19 19:16:51.900000,43.67231300000001,-79.40981877777776,119.3,31.06,122.182,0.82,1000.82,0.9,2017-07-19 19:17:15.434500,1.941,400.899,1.16,20168.653,15,2017-07-19 15:17:00.233375;
152,2017-07-19 19:17:06.900000,43.67270822222222,-79.40997799999998,119.247,31.053,58.951,0.633,1000.82,0.9,2017-07-19 19:17:30.366000,1.937,404.924,1.05,20219.784,15,2017-07-19 15:17:15.252190;
153,2017-07-19 19:17:21.900000,43.67312744444444,-79.41014166666668,121.953,30.927,22.565,1.66,1000.727,0.9,2017-07-19 19:17:45.296000,1.938,407.174,1.137,20402.563,15,2017-07-19 15:17:30.237788;
154,2017-07-19 19:17:36.900000,43.67359211111111,-79.41032477777777,121.407,30.8,22.903,1.54,1000.607,0.9,2017-07-19 19:18:00.226500,1.933,408.495,1.017,20389.546,15,2017-07-19 15:17:45.244517;
155,2017-07-19 19:17:51.900000,43.67385177777776,-79.41043344444444,119.193,31.14,135.67,0.827,1000.62,0.9,2017-07-19 19:18:15.156500,1.951,547.167,1.071,20441.291,15,2017-07-19 15:18:00.234495;
156,2017-07-19 19:18:06.900000,43.67393577777777,-79.41067955555556,118.22,30.933,266.904,2.453,1000.627,0.9,2017-07-19 19:18:30.086000,1.943,516.4,1.182,20535.477,15,2017-07-19 15:18:15.254966;
157,2017-07-19 19:18:21.900000,43.67377522222223,-79.41140388888888,117.887,30.82,260.63,3.007,1000.513,0.9,2017-07-19 19:18:45.016500,1.942,465.76,1.184,20547.077,15,2017-07-19 15:18:30.250754;
158,2017-07-19 19:18:36.900000,43.67331677777778,-79.41167644444444,116.5,30.747,140.055,1.82,1000.507,0.9,2017-07-19 19:18:59.946500,1.953,429.4,1.232,20436.761,15,2017-07-19 15:18:45.248880;
159,2017-07-19 19:18:51.900000,43.6727951111111,-79.41149222222222,113.92,30.787,166.496,1.007,1000.64,0.9,2017-07-19 19:19:14.876000,1.937,415.056,1.253,20360.079,15,2017-07-19 15:19:00.257986;
160,2017-07-19 19:19:06.900000,43.672301,-79.41130311111111,113.153,30.58,173.952,1.887,1000.66,0.9,2017-07-19 19:19:29.806000,1.933,411.858,1.32,20316.379,15,2017-07-19 15:19:15.259478;
161,2017-07-19 19:19:21.400000,43.671733809523815,-79.41107011904761,115.1,30.5,210.398,1.214,1000.7,0.9,2017-07-19 19:19:44.737000,1.932,408.398,1.351,20295.821,15,2017-07-19 15:19:29.269893;
162,2017-07-19 19:19:35.900000,43.67117055555556,-79.41085288888888,115.327,30.613,314.966,0.6,1000.747,0.9,2017-07-19 19:19:59.667000,1.929,404.79,1.367,20239.44,15,2017-07-19 15:19:44.259032;
163,2017-07-19 19:19:50.900000,43.670662666666665,-79.41064100000001,112.12,30.747,259.514,0.787,1000.867,0.907,2017-07-19 19:20:14.599500,1.926,402.314,1.28,20223.735,15,2017-07-19 15:19:59.266227;
164,2017-07-19 19:20:05.900000,43.670178666666665,-79.41046444444444,111.1,30.8,293.898,0.867,1000.893,0.9,2017-07-19 19:20:29.533000,1.941,408.614,1.351,20191.391,15,2017-07-19 15:20:14.263661;
165,2017-07-19 19:20:20.900000,43.66970455555556,-79.410274,112.373,30.9,306.72,1.04,1000.92,0.907,2017-07-19 19:20:44.463000,1.939,424.267,1.538,20259.831,15,2017-07-19 15:20:29.272135;
166,2017-07-19 19:20:35.900000,43.66921855555555,-79.41007388888889,112.72,30.773,277.486,0.9,1001.02,0.9,2017-07-19 19:20:59.393000,1.939,428.243,1.343,20307.417,15,2017-07-19 15:20:44.262386;
167,2017-07-19 19:20:50.900000,43.668717333333326,-79.4098668888889,113.293,30.753,213.528,1.64,1001.047,0.9,2017-07-19 19:21:14.323000,1.953,426.475,1.421,20310.98,15,2017-07-19 15:20:59.282949;
168,2017-07-19 19:21:05.900000,43.66823622222224,-79.40967700000002,110.2,30.653,155.535,1.4,1001.08,0.9,2017-07-19 19:21:29.253500,1.96,419.213,1.3,20307.938,15,2017-07-19 15:21:14.277033;
169,2017-07-19 19:21:20.900000,43.66769722222221,-79.409472,109.82,30.727,353.869,1.353,1001.12,0.907,2017-07-19 19:21:44.183500,1.96,419.653,1.268,20304.182,15,2017-07-19 15:21:29.280824;
170,2017-07-19 19:21:35.900000,43.66715377777778,-79.40926533333332,110.313,30.72,196.639,0.967,1001.153,0.907,2017-07-19 19:21:59.113500,1.952,422.023,1.28,20371.616,15,2017-07-19 15:21:44.272285;
171,2017-07-19 19:21:50.900000,43.66664255555556,-79.4090641111111,109.84,30.673,177.758,2.127,1001.187,0.9,2017-07-19 19:22:14.043500,1.941,426.497,1.26,20422.884,15,2017-07-19 15:21:59.282069;
172,2017-07-19 19:22:05.900000,43.666096888888895,-79.40885433333332,109.287,30.74,175.438,2.547,1001.287,0.9,2017-07-19 19:22:28.973500,1.935,433.234,1.282,20485.737,15,2017-07-19 15:22:14.279099;
173,2017-07-19 19:22:20.900000,43.665760444444444,-79.40873144444444,108.233,30.96,218.239,1.58,1001.433,0.9,2017-07-19 19:22:43.903500,1.932,424.348,1.245,20508.737,15,2017-07-19 15:22:29.278560;
174,2017-07-19 19:22:35.900000,43.665581333333336,-79.40917211111112,114.847,31.04,273.429,2.433,1001.507,0.9,2017-07-19 19:22:58.833500,1.928,419.052,1.257,20429.053,15,2017-07-19 15:22:44.277322;
175,2017-07-19 19:22:50.400000,43.66544785714285,-79.40976654761904,117.007,30.864,269.715,2.907,1001.443,0.9,2017-07-19 19:23:13.767000,1.926,430.691,1.273,20292.357,15,2017-07-19 15:22:58.285982;
176,2017-07-19 19:23:04.900000,43.66566633333333,-79.41013733333334,114.633,31.067,104.907,2.78,1001.427,0.9,2017-07-19 19:23:28.698500,1.926,439.429,1.374,20229.027,15,2017-07-19 15:23:13.288045;
177,2017-07-19 19:23:19.900000,43.66608688888888,-79.41027333333334,114.453,31.2,199.12,0.913,1001.447,0.9,2017-07-19 19:23:43.627500,1.928,476.515,1.298,20277.077,15,2017-07-19 15:23:28.288800;
178,2017-07-19 19:23:34.950000,43.66647255555555,-79.41041288888889,112.493,31.2,224.866,1.2,1001.407,0.9,2017-07-19 19:23:58.558500,1.931,510.989,1.392,20403.497,15,2017-07-19 15:23:43.289749;
179,2017-07-19 19:23:50,43.666903000000005,-79.41058322222221,114.333,31.2,91.021,0.88,1001.333,0.9,2017-07-19 19:24:13.489500,1.936,494.988,1.468,20538.23,15,2017-07-19 15:23:58.292075;
180,2017-07-19 19:24:04.950000,43.66732711111111,-79.41075633333334,116.533,31.253,99.887,1.48,1001.247,0.96,2017-07-19 19:24:28.418500,1.934,469.955,1.461,20568.149,15,2017-07-19 15:24:13.288523;
181,2017-07-19 19:24:20,43.66773722222222,-79.41092177777776,115.213,31.333,139.396,1.713,1001.233,0.9,2017-07-19 19:24:43.348500,1.928,436.446,1.433,20546.423,15,2017-07-19 15:24:28.293760;
182,2017-07-19 19:24:34.900000,43.66820222222222,-79.41109566666665,117.533,31.393,189.761,1.347,1001.16,0.9,2017-07-19 19:24:58.279500,1.924,419.557,1.503,20331.323,15,2017-07-19 15:24:43.283962;
183,2017-07-19 19:24:50,43.66832611111111,-79.41153833333334,113.453,31.253,276.515,2.18,1001.14,0.9,2017-07-19 19:25:13.209000,1.926,432.623,1.359,20265.062,15,2017-07-19 15:24:58.295878;
184,2017-07-19 19:25:05,43.66824266666666,-79.41191533333333,115.46,31.513,301.166,0.847,1001.147,0.907,2017-07-19 19:25:28.138500,1.928,468.263,1.325,20379.423,15,2017-07-19 15:25:13.305166;
185,2017-07-19 19:25:19.950000,43.66820144444444,-79.41200955555556,119.84,31.7,282.094,1.293,1001.22,0.907,2017-07-19 19:25:43.068500,1.928,500.037,1.365,20515.201,15,2017-07-19 15:25:28.294145;
186,2017-07-19 19:25:34.950000,43.668292333333326,-79.4124078888889,120.073,31.787,134.085,1.367,1001.207,0.9,2017-07-19 19:25:57.999000,1.927,478.845,1.339,20431.198,15,2017-07-19 15:25:43.287187;
187,2017-07-19 19:25:49.950000,43.66873011111111,-79.41262088888888,121.5,31.693,122.776,1.153,1001.133,0.913,2017-07-19 19:26:12.929000,1.928,468.676,1.382,20411.764,15,2017-07-19 15:25:58.303285;
188,2017-07-19 19:26:05,43.66922377777778,-79.41274933333332,118.44,31.567,43.572,0.98,1001.04,0.907,2017-07-19 19:26:27.859500,1.932,451.665,1.224,20388.092,15,2017-07-19 15:26:13.303378;
189,2017-07-19 19:26:20,43.66970555555555,-79.41295444444445,118.513,31.7,148.074,1.26,1000.967,0.9,2017-07-19 19:26:42.789500,1.93,449.459,1.286,20224.928,15,2017-07-19 15:26:28.301877;
190,2017-07-19 19:26:34.500000,43.67018261904762,-79.41314857142856,121.036,31.671,86.486,1.064,1000.936,0.907,2017-07-19 19:26:57.719000,1.931,432.142,1.247,20166.845,15,2017-07-19 15:26:42.310540;
191,2017-07-19 19:26:49,43.67062622222222,-79.41331455555556,120.62,31.56,65.954,1.053,1000.86,0.947,2017-07-19 19:27:12.651000,1.928,411.455,1.602,19952.189,15,2017-07-19 15:26:57.296310;
192,2017-07-19 19:27:04,43.67104222222223,-79.41348011111111,119.913,31.613,95.891,1.36,1000.773,0.913,2017-07-19 19:27:27.580000,1.929,406.474,1.655,19850.047,15,2017-07-19 15:27:12.312299;
193,2017-07-19 19:27:19,43.67147899999999,-79.4136311111111,120.027,31.667,146.569,2.227,1000.7,0.913,2017-07-19 19:27:42.511500,1.932,406.392,1.73,19784.941,15,2017-07-19 15:27:27.323804;
194,2017-07-19 19:27:34,43.671921777777776,-79.41381944444444,119.74,31.893,159.416,2.213,1000.667,0.94,2017-07-19 19:27:57.441500,1.938,406.36,1.572,19828.347,15,2017-07-19 15:27:42.313773;
195,2017-07-19 19:27:49,43.67235733333334,-79.41401311111113,121.64,31.993,167.306,1.393,1000.647,0.907,2017-07-19 19:28:12.372000,1.934,403.219,1.603,19879.977,15,2017-07-19 15:27:57.319242;
196,2017-07-19 19:28:04,43.67278855555556,-79.41418044444443,125.207,31.9,125.515,0.973,1000.573,0.9,2017-07-19 19:28:27.302000,1.932,404.341,1.377,19920.171,15,2017-07-19 15:28:12.310119;
197,2017-07-19 19:28:19,43.67312966666667,-79.41410233333333,121.727,31.94,222.777,1.247,1000.547,0.947,2017-07-19 19:28:42.231500,1.934,402.049,1.499,19850.457,15,2017-07-19 15:28:27.319110;
198,2017-07-19 19:28:34,43.67328011111111,-79.4134258888889,121.08,32.0,262.613,2.587,1000.547,0.9,2017-07-19 19:28:57.162500,1.937,402.871,1.535,19659.567,15,2017-07-19 15:28:42.308316;
199,2017-07-19 19:28:49,43.67349133333333,-79.41258677777778,122.947,31.733,227.226,1.16,1000.54,0.907,2017-07-19 19:29:12.092000,1.939,403.768,1.53,19598.087,15,2017-07-19 15:28:57.321960;
200,2017-07-19 19:29:04,43.673631888888885,-79.41172222222221,120.9,31.72,184.22,0.807,1000.5,0.907,2017-07-19 19:29:27.026000,1.937,401.35,1.347,19475.988,15,2017-07-19 15:29:12.306561;
201,2017-07-19 19:29:19,43.673830333333335,-79.41086955555556,121.1,31.76,217.736,1.133,1000.513,0.9,2017-07-19 19:29:41.965000,1.932,402.221,1.471,19430.867,15,2017-07-19 15:29:27.321078;
202,2017-07-19 19:29:34,43.674009,-79.41000811111113,122.547,31.667,223.278,1.047,1000.487,0.947,2017-07-19 19:29:56.900500,1.931,405.119,1.481,19602.119,15,2017-07-19 15:29:42.312199;
203,2017-07-19 19:29:49,43.674242444444445,-79.40921566666665,120.327,31.773,271.727,2.74,1000.473,0.9,2017-07-19 19:30:11.831500,1.929,400.888,1.451,19724.08,15,2017-07-19 15:29:57.324298;
204,2017-07-19 19:30:03.500000,43.67445785714285,-79.40878238095239,121.35,32.0,279.572,2.486,1000.521,0.9,2017-07-19 19:30:26.759000,1.926,399.413,1.434,19864.652,15,2017-07-19 15:30:11.320702;
205,2017-07-19 19:30:18,43.67458511111112,-79.40818455555556,122.313,32.0,292.215,3.46,1000.473,0.9,2017-07-19 19:30:41.688500,1.924,399.748,1.399,19889.272,15,2017-07-19 15:30:26.334282;
206,2017-07-19 19:30:33,43.67465200000001,-79.40795066666665,125.653,32.107,240.663,1.973,1000.5,0.92,2017-07-19 19:30:56.618500,1.925,399.696,1.432,19918.535,15,2017-07-19 15:30:41.337866;
207,2017-07-19 19:30:48,43.674692444444446,-79.40770333333334,123.233,32.147,212.036,1.26,1000.567,0.9,2017-07-19 19:31:11.550000,1.932,399.079,1.47,20025.481,15,2017-07-19 15:30:56.334365;
208,2017-07-19 19:31:03,43.67489566666666,-79.40670377777776,122.36,31.993,219.587,1.913,1000.547,0.907,2017-07-19 19:31:26.485000,1.93,397.588,1.372,20132.562,15,2017-07-19 15:31:11.329803;
209,2017-07-19 19:31:18,43.67509866666666,-79.4057621111111,121.913,32.073,237.216,2.0,1000.58,0.9,2017-07-19 19:31:41.418000,1.931,404.126,1.485,20080.798,15,2017-07-19 15:31:26.341846;
210,2017-07-19 19:31:33,43.675271,-79.404902,122.2,31.987,188.592,2.02,1000.54,0.9,2017-07-19 19:31:56.348000,1.947,404.475,1.451,20074.482,15,2017-07-19 15:31:41.334040;
211,2017-07-19 19:31:48,43.67543044444445,-79.40411588888888,122.347,31.853,258.902,1.213,1000.467,0.9,2017-07-19 19:32:11.277500,1.946,411.532,1.51,20187.758,15,2017-07-19 15:31:56.346648;
212,2017-07-19 19:32:03,43.67541811111112,-79.40364066666667,119.753,31.98,233.873,1.0,1000.493,0.9,2017-07-19 19:32:26.208000,1.943,418.777,1.53,20214.527,15,2017-07-19 15:32:11.332720;
213,2017-07-19 19:32:18,43.67540122222222,-79.40360733333333,120.833,32.133,188.693,0.507,1000.507,0.9,2017-07-19 19:32:41.138000,1.941,410.653,1.516,20160.78,15,2017-07-19 15:32:26.336438;
214,2017-07-19 19:32:33,43.67540544444444,-79.403616,119.093,32.2,222.453,0.487,1000.507,0.907,2017-07-19 19:32:56.068500,1.944,405.646,1.504,20241.205,15,2017-07-19 15:32:41.332747;
215,2017-07-19 19:32:48,43.67538322222223,-79.40363422222222,120.02,32.107,301.9,1.513,1000.5,0.92,2017-07-19 19:33:10.997500,1.944,404.042,1.542,20364.958,15,2017-07-19 15:32:56.345370;
216,2017-07-19 19:33:03,43.67536644444446,-79.40363011111113,119.933,32.127,206.686,0.953,1000.493,0.9,2017-07-19 19:33:25.928500,1.947,403.386,1.488,20447.252,15,2017-07-19 15:33:11.356276;
217,2017-07-19 19:33:18,43.67536677777778,-79.4036308888889,119.047,32.04,185.344,1.28,1000.507,0.9,2017-07-19 19:33:40.858000,1.948,409.751,1.622,20644.227,15,2017-07-19 15:33:26.344845;
218,2017-07-19 19:33:32.500000,43.675367976190486,-79.40361845238094,117.721,32.0,106.702,1.164,1000.486,0.9,2017-07-19 19:33:55.788000,1.949,419.528,1.76,21065.711,15,2017-07-19 15:33:40.338742;
219,2017-07-19 19:33:47,43.67503211111112,-79.40348066666665,116.847,31.7,200.545,1.433,1000.507,0.92,2017-07-19 19:34:10.721500,1.949,420.734,1.477,21330.89,15,2017-07-19 15:33:55.365592;
220,2017-07-19 19:34:02,43.674485,-79.40325844444443,114.44,31.28,215.479,2.18,1000.487,0.973,2017-07-19 19:34:25.655000,1.952,425.743,1.488,21132.646,15,2017-07-19 15:34:10.356968;
221,2017-07-19 19:34:17,43.673981111111104,-79.40299844444444,115.247,31.16,180.968,2.4,1000.5,0.9,2017-07-19 19:34:40.584500,1.959,414.154,1.331,20776.074,15,2017-07-19 15:34:25.356694;
222,2017-07-19 19:34:32,43.67351155555556,-79.40263255555556,116.16,31.08,186.941,2.627,1000.48,0.9,2017-07-19 19:34:55.515500,1.964,409.617,1.379,20533.717,15,2017-07-19 15:34:40.351680;
223,2017-07-19 19:34:47,43.673099666666666,-79.40233611111111,115.267,31.36,18.701,1.387,1000.633,0.94,2017-07-19 19:35:10.445000,1.963,409.964,1.356,20472.724,15,2017-07-19 15:34:55.368206;
224,2017-07-19 19:35:02,43.67289533333334,-79.40267255555554,119.26,31.34,298.667,2.0,1000.707,1.0,2017-07-19 19:35:25.374000,1.964,406.665,1.387,20525.014,15,2017-07-19 15:35:10.362162;
225,2017-07-19 19:35:17,43.67274422222222,-79.40333422222221,118.533,31.207,315.878,1.267,1000.747,1.0,2017-07-19 19:35:40.305500,1.964,407.137,1.35,20497.3,15,2017-07-19 15:35:25.365408;
226,2017-07-19 19:35:32,43.672611888888895,-79.40399411111112,116.6,31.073,256.594,2.153,1000.773,1.0,2017-07-19 19:35:55.246000,1.959,411.158,1.312,20415.414,15,2017-07-19 15:35:40.365707;
227,2017-07-19 19:35:47,43.67247588888889,-79.40466999999998,115.84,31.113,115.128,1.24,1000.753,1.0,2017-07-19 19:36:10.175500,1.957,410.856,1.295,20236.691,15,2017-07-19 15:35:55.365824;
228,2017-07-19 19:36:02,43.67233411111111,-79.405366,115.5,30.993,225.572,1.52,1000.767,1.0,2017-07-19 19:36:25.106000,1.96,426.232,1.36,20098.349,15,2017-07-19 15:36:10.350260;
229,2017-07-19 19:36:17,43.67218255555556,-79.40611844444445,117.113,30.827,265.106,4.147,1000.653,1.0,2017-07-19 19:36:40.040000,1.954,421.036,1.353,19976.982,15,2017-07-19 15:36:25.355864;
230,2017-07-19 19:36:32,43.67203533333333,-79.40681755555553,118.14,30.613,223.638,2.06,1000.627,1.0,2017-07-19 19:36:54.977000,1.954,413.927,1.272,19776.335,15,2017-07-19 15:36:40.354598;
231,2017-07-19 19:36:47,43.67188922222223,-79.40755011111109,117.827,30.833,230.672,0.833,1000.767,1.027,2017-07-19 19:37:09.912500,1.97,440.348,1.462,19690.011,15,2017-07-19 15:36:55.365420;
232,2017-07-19 19:37:02,43.671779,-79.40824122222222,115.487,30.747,274.355,1.32,1000.76,1.0,2017-07-19 19:37:24.846000,2.027,439.886,1.376,19701.471,15,2017-07-19 15:37:10.361504;
233,2017-07-19 19:37:16.500000,43.67186845238096,-79.40875440476191,114.7,30.643,286.718,2.136,1000.729,1.0,2017-07-19 19:37:39.776500,2.181,419.65,1.367,19641.356,15,2017-07-19 15:37:24.356341;
234,2017-07-19 19:37:31,43.67174944444445,-79.40936133333335,116.74,30.807,250.452,1.413,1000.747,1.0,2017-07-19 19:37:54.706000,2.053,412.463,1.254,19765.701,15,2017-07-19 15:37:39.369305;
235,2017-07-19 19:37:46,43.67133888888888,-79.40937266666667,116.187,30.573,178.95,1.627,1000.727,1.027,2017-07-19 19:38:09.634500,1.995,408.628,1.21,19851.08,15,2017-07-19 15:37:54.358852;
236,2017-07-19 19:38:01,43.67098755555556,-79.40930944444445,114.74,30.98,322.573,1.287,1000.86,1.0,2017-07-19 19:38:24.565500,1.974,406.479,1.256,19828.177,15,2017-07-19 15:38:09.375365;
237,2017-07-19 19:38:16,43.67097977777777,-79.4093058888889,113.533,31.133,261.759,1.527,1000.9,1.0,2017-07-19 19:38:39.496000,1.975,407.654,1.3,19809.545,15,2017-07-19 15:38:24.358910;
238,2017-07-19 19:38:31,43.67089322222223,-79.40959011111111,113.887,30.86,290.953,2.167,1000.833,1.027,2017-07-19 19:38:54.426000,1.969,404.78,1.269,19723.03,15,2017-07-19 15:38:39.369409;
239,2017-07-19 19:38:46,43.670753222222224,-79.41023533333333,114.813,30.807,302.11,1.813,1000.793,1.0,2017-07-19 19:39:09.359000,1.966,404.116,1.22,19496.359,15,2017-07-19 15:38:54.376584;
240,2017-07-19 19:39:01,43.67060388888888,-79.41096922222223,114.613,30.82,297.158,1.767,1000.813,1.0,2017-07-19 19:39:24.293000,1.988,405.784,1.303,19423.547,15,2017-07-19 15:39:09.377112;
241,2017-07-19 19:39:16,43.67042111111111,-79.41171088888888,116.133,30.793,266.981,1.607,1000.78,1.0,2017-07-19 19:39:39.223000,2.016,405.413,1.272,19460.032,15,2017-07-19 15:39:24.386426;
242,2017-07-19 19:39:31,43.66998255555556,-79.41180488888888,114.873,30.627,180.702,1.393,1000.787,1.0,2017-07-19 19:39:54.152500,2.017,406.533,1.301,19603.765,15,2017-07-19 15:39:39.371895;
243,2017-07-19 19:39:46,43.66948322222222,-79.41160666666666,113.953,30.78,232.549,0.84,1000.893,1.0,2017-07-19 19:40:09.082000,1.995,404.754,1.272,19740.293,15,2017-07-19 15:39:54.381939;
244,2017-07-19 19:40:01,43.66900533333334,-79.41143266666668,114.647,30.767,214.464,1.513,1000.88,1.0,2017-07-19 19:40:24.016000,1.979,403.171,1.268,19663.037,15,2017-07-19 15:40:09.382005;
245,2017-07-19 19:40:16,43.66853133333333,-79.41125433333333,113.813,30.8,215.799,2.08,1000.987,1.0,2017-07-19 19:40:38.949000,1.995,404.475,1.286,19584.601,15,2017-07-19 15:40:24.385822;
246,2017-07-19 19:40:31,43.66831222222222,-79.41083877777777,114.393,31.013,242.018,1.187,1001.12,1.0,2017-07-19 19:40:53.878500,1.973,402.585,1.246,19499.948,15,2017-07-19 15:40:39.376183;
247,2017-07-19 19:40:45.500000,43.66845833333333,-79.41017988095238,116.179,31.1,255.239,0.671,1001.236,1.0,2017-07-19 19:41:08.809000,1.968,401.847,1.146,19353.754,15,2017-07-19 15:40:53.381132;
248,2017-07-19 19:41:00,43.66870066666666,-79.40957244444444,116.353,31.16,221.23,1.127,1001.227,1.0,2017-07-19 19:41:23.738000,1.976,401.788,1.296,19282.391,15,2017-07-19 15:41:08.397645;
249,2017-07-19 19:41:15,43.668827,-79.40890722222223,115.6,31.213,175.441,1.587,1001.233,1.0,2017-07-19 19:41:38.669000,1.966,401.221,1.247,19214.793,15,2017-07-19 15:41:23.386962;
250,2017-07-19 19:41:30,43.66855411111111,-79.40850900000001,114.633,30.9,138.517,1.907,1001.213,1.007,2017-07-19 19:41:53.600000,1.963,400.615,1.236,19164.296,15,2017-07-19 15:41:38.385808;
251,2017-07-19 19:41:45,43.66814299999999,-79.4082611111111,114.133,30.953,184.093,1.607,1001.2,1.0,2017-07-19 19:42:08.528000,1.97,401.27,1.235,19150.567,15,2017-07-19 15:41:53.403550;
252,2017-07-19 19:42:00,43.66814322222222,-79.40768855555555,116.333,31.0,215.667,0.833,1001.24,1.0,2017-07-19 19:42:23.459000,1.97,402.06,1.203,19198.839,15,2017-07-19 15:42:08.386581;
253,2017-07-19 19:42:15,43.66829688888889,-79.40700822222223,119.093,31.24,259.987,1.18,1001.273,1.027,2017-07-19 19:42:38.389000,1.971,405.467,1.158,19344.545,15,2017-07-19 15:42:23.402790;
254,2017-07-19 19:42:30,43.66847722222223,-79.40630188888889,118.127,31.12,124.607,1.767,1001.28,1.007,2017-07-19 19:42:53.319000,1.966,410.372,1.175,19492.804,15,2017-07-19 15:42:38.395423;
255,2017-07-19 19:42:45,43.66876166666666,-79.4057951111111,122.827,30.98,29.303,1.513,1001.173,1.0,2017-07-19 19:43:08.249500,1.964,408.216,1.302,19522.573,15,2017-07-19 15:42:53.406323;
256,2017-07-19 19:43:00,43.66893377777777,-79.40516311111111,119.787,31.047,289.864,2.033,1001.12,1.0,2017-07-19 19:43:23.180000,1.964,405.228,1.335,19475.058,15,2017-07-19 15:43:08.387234;
257,2017-07-19 19:43:15,43.66874022222223,-79.40476444444445,114.08,31.06,189.325,1.807,1001.067,1.0,2017-07-19 19:43:38.110000,1.969,403.759,1.392,19426.942,15,2017-07-19 15:43:23.407362;
258,2017-07-19 19:43:30,43.66829944444444,-79.40456522222222,113.3,30.887,150.842,2.093,1001.14,1.0,2017-07-19 19:43:53.043500,1.969,402.23,1.295,19481.579,15,2017-07-19 15:43:38.404532;
259,2017-07-19 19:43:45,43.66778455555555,-79.40434566666667,113.08,30.48,142.01,2.767,1001.033,1.0,2017-07-19 19:44:07.988500,1.967,401.514,1.219,19530.93,15,2017-07-19 15:43:53.402651;
260,2017-07-19 19:44:00,43.66723911111111,-79.40416244444444,112.093,30.64,144.023,1.673,1001.087,1.0,2017-07-19 19:44:22.918500,1.966,401.544,1.102,19537.34,15,2017-07-19 15:44:08.413405;
261,2017-07-19 19:44:14.500000,43.666756904761904,-79.40402321428571,111.129,30.686,240.819,3.457,1001.164,1.0,2017-07-19 19:44:37.848500,1.967,402.793,1.193,19587.225,15,2017-07-19 15:44:22.415040;
262,2017-07-19 19:44:29,43.66649766666667,-79.4044048888889,119.573,30.527,317.625,3.56,1001.153,1.107,2017-07-19 19:44:52.778500,1.969,403.301,1.165,19507.882,15,2017-07-19 15:44:37.402622;
263,2017-07-19 19:44:44,43.666293333333336,-79.40497944444444,129.827,30.833,304.727,2.327,1001.267,1.0,2017-07-19 19:45:07.709000,1.969,405.321,1.222,19426.8,15,2017-07-19 15:44:52.410243;
264,2017-07-19 19:44:59,43.6664188888889,-79.40532722222221,118.873,31.16,103.613,2.347,1001.393,1.0,2017-07-19 19:45:22.638000,1.964,410.449,1.268,19243.772,15,2017-07-19 15:45:07.408009;
265,2017-07-19 19:45:14,43.66644,-79.405378,119.16,31.32,119.322,1.307,1001.407,1.0,2017-07-19 19:45:37.568500,1.966,419.395,1.166,19100.849,15,2017-07-19 15:45:22.430158;
266,2017-07-19 19:45:29,43.66655655555555,-79.40548844444444,119.827,31.353,154.911,0.833,1001.42,1.0,2017-07-19 19:45:52.499500,1.971,410.304,1.242,19040.856,15,2017-07-19 15:45:37.421052;
267,2017-07-19 19:45:44,43.66666411111111,-79.40559855555556,127.293,31.5,139.307,2.087,1001.48,1.0,2017-07-19 19:46:07.429500,1.972,404.808,1.224,19030.49,15,2017-07-19 15:45:52.428799;
268,2017-07-19 19:45:59,43.66675533333333,-79.40557666666668,120.04,31.573,110.577,2.913,1001.433,1.0,2017-07-19 19:46:22.359000,2.09,408.66,1.237,19088.075,15,2017-07-19 15:46:07.435191;
269,2017-07-19 19:46:14,43.66676822222223,-79.405599,121.553,31.653,92.593,1.2,1001.413,1.0,2017-07-19 19:46:37.289500,2.065,408.527,1.313,19191.89,15,2017-07-19 15:46:22.423329;
270,2017-07-19 19:46:29,43.66677144444444,-79.4056271111111,120.073,31.767,134.41,0.86,1001.453,1.0,2017-07-19 19:46:52.219000,2.032,408.849,1.241,19249.313,15,2017-07-19 15:46:37.411835;
271,2017-07-19 19:46:44,43.666763666666654,-79.40561911111111,119.52,31.853,283.896,0.687,1001.46,1.0,2017-07-19 19:47:07.148500,2.027,409.578,1.291,19322.596,15,2017-07-19 15:46:52.414425;
272,2017-07-19 19:46:59.050000,43.666744666666666,-79.4055981111111,120.773,31.9,120.0,1.327,1001.447,1.007,2017-07-19 19:47:22.079000,2.011,405.984,1.345,19360.648,15,2017-07-19 15:47:07.427490;
