,gps_time,lat,lon,alt,temp,wd_corr,ws_corr,pressure,hdop,lgr_time,ch4_d,co2_d,co_d,h2o,avg,comp_time;
273,2017-07-19 19:47:14,43.66673377777779,-79.4055942222222,121.147,31.913,116.818,1.78,1001.473,1.0,2017-07-19 19:47:37.011000,2.013,406.209,1.44,19368.164,15,2017-07-19 15:47:22.424380;
274,2017-07-19 19:47:29.100000,43.66673666666667,-79.40559944444446,121.927,32.0,190.915,1.467,1001.467,1.013,2017-07-19 19:47:51.944500,2.015,405.861,1.464,19380.972,15,2017-07-19 15:47:37.428448;
275,2017-07-19 19:47:43.500000,43.666738095238095,-79.40560916666666,122.529,32.0,93.926,2.207,1001.393,1.007,2017-07-19 19:48:06.876000,2.01,408.157,1.403,19445.049,15,2017-07-19 15:47:51.436179;
276,2017-07-19 19:47:58.050000,43.66673633333334,-79.40560977777777,122.333,32.0,97.829,2.273,1001.407,1.0,2017-07-19 19:48:21.808000,2.023,409.302,1.402,19430.851,15,2017-07-19 15:48:06.430150;
277,2017-07-19 19:48:13.100000,43.66673777777778,-79.40561266666667,122.227,32.0,81.805,1.42,1001.36,0.947,2017-07-19 19:48:36.742000,2.032,406.382,1.486,19330.331,15,2017-07-19 15:48:21.443422;
278,2017-07-19 19:48:28.050000,43.66673711111112,-79.40561933333333,122.12,31.927,104.144,2.913,1001.293,0.98,2017-07-19 19:48:51.672000,2.036,407.446,1.468,19248.461,15,2017-07-19 15:48:36.432729;
279,2017-07-19 19:48:43.100000,43.666739666666665,-79.40562766666666,122.113,31.9,116.642,1.54,1001.253,0.927,2017-07-19 19:49:06.602000,2.019,408.138,1.326,19239.895,15,2017-07-19 15:48:51.433255;
280,2017-07-19 19:48:58.100000,43.66673933333334,-79.40562944444444,123.093,31.9,85.852,1.247,1001.247,0.967,2017-07-19 19:49:21.532000,1.982,405.384,1.426,19205.098,15,2017-07-19 15:49:06.438547;
281,2017-07-19 19:49:13.050000,43.66673311111113,-79.40562155555557,124.033,31.853,41.871,1.253,1001.193,0.98,2017-07-19 19:49:36.461000,1.969,404.374,1.341,19150.295,15,2017-07-19 15:49:21.446503;
282,2017-07-19 19:49:28.100000,43.66680044444445,-79.4056751111111,122.9,31.967,177.533,0.673,1001.22,0.9,2017-07-19 19:49:51.392000,1.956,402.598,1.354,19137.825,15,2017-07-19 15:49:36.442298;
283,2017-07-19 19:49:43.100000,43.66694444444444,-79.40579466666667,121.273,32.0,188.474,0.76,1001.333,0.9,2017-07-19 19:50:06.321000,1.951,401.354,1.362,19131.389,15,2017-07-19 15:49:51.430964;
284,2017-07-19 19:49:58.100000,43.667122,-79.40591822222221,129.273,32.0,183.577,1.38,1001.313,0.9,2017-07-19 19:50:21.252000,1.944,400.606,1.345,19172.393,15,2017-07-19 15:50:06.450523;
285,2017-07-19 19:50:13.100000,43.66714111111112,-79.40589766666666,139.38,32.0,169.714,2.16,1001.207,0.967,2017-07-19 19:50:36.182500,1.939,400.63,1.41,19173.556,15,2017-07-19 15:50:21.452874;
286,2017-07-19 19:50:28.100000,43.667099555555566,-79.40589688888889,144.027,32.04,173.903,1.747,1001.233,0.9,2017-07-19 19:50:51.112500,1.937,402.665,1.353,19198.709,15,2017-07-19 15:50:36.448583;
287,2017-07-19 19:50:43.100000,43.66710855555554,-79.40596055555558,152.793,32.053,106.387,0.747,1001.22,0.987,2017-07-19 19:51:06.042500,1.94,408.632,1.316,19300.417,15,2017-07-19 15:50:51.462587;
288,2017-07-19 19:50:58.100000,43.66718444444444,-79.40599444444446,152.7,32.073,127.375,1.7,1001.207,0.9,2017-07-19 19:51:20.972000,1.939,411.455,1.451,19329.774,15,2017-07-19 15:51:06.446249;
289,2017-07-19 19:51:13.100000,43.66737311111111,-79.40583377777779,132.8,32.0,192.641,0.853,1001.2,0.907,2017-07-19 19:51:35.902500,1.939,413.054,1.371,19317.269,15,2017-07-19 15:51:21.453807;
290,2017-07-19 19:51:27.600000,43.66747095238095,-79.40588928571428,123.079,31.914,203.599,2.007,1001.221,0.9,2017-07-19 19:51:50.832500,1.94,414.135,1.328,19303.375,15,2017-07-19 15:51:35.465093;
291,2017-07-19 19:51:42.100000,43.667286,-79.40598866666664,115.52,31.513,176.256,2.847,1001.14,0.92,2017-07-19 19:52:05.765500,1.943,419.64,1.384,19256.286,15,2017-07-19 15:51:50.462082;
292,2017-07-19 19:51:57.100000,43.66708333333334,-79.40598333333334,124.9,31.36,158.399,2.493,1001.033,0.9,2017-07-19 19:52:20.698000,1.943,419.877,1.355,19262.654,15,2017-07-19 15:52:05.460031;
293,2017-07-19 19:52:12.100000,43.66708088888889,-79.40589400000002,124.38,30.967,209.013,3.46,1000.967,0.9,2017-07-19 19:52:35.628500,1.942,419.715,1.254,19269.453,15,2017-07-19 15:52:20.463971;
294,2017-07-19 19:52:27.100000,43.66710877777778,-79.40583999999998,125.893,30.9,172.209,2.16,1000.907,0.927,2017-07-19 19:52:50.559000,1.942,420.704,1.315,19272.259,15,2017-07-19 15:52:35.464212;
295,2017-07-19 19:52:42.100000,43.667086333333344,-79.40582122222222,123.06,30.9,207.93,2.953,1000.92,0.907,2017-07-19 19:53:05.488500,1.941,410.128,1.118,19221.643,15,2017-07-19 15:52:50.460281;
296,2017-07-19 19:52:57.100000,43.667062888888886,-79.40578733333335,124.433,30.633,212.384,3.053,1000.953,0.913,2017-07-19 19:53:20.418000,1.941,407.175,1.129,19275.113,15,2017-07-19 15:53:05.466297;
297,2017-07-19 19:53:12.100000,43.66685477777778,-79.40573355555554,130.113,30.84,145.998,1.42,1000.993,0.9,2017-07-19 19:53:35.348500,1.941,407.649,1.218,19552.629,15,2017-07-19 15:53:20.471177;
298,2017-07-19 19:53:27.100000,43.6667908888889,-79.40564211111109,136.653,31.0,242.296,1.453,1001.107,0.9,2017-07-19 19:53:50.279000,1.941,403.296,1.227,19911.515,15,2017-07-19 15:53:35.463861;
299,2017-07-19 19:53:42.100000,43.66674633333333,-79.40564844444444,127.747,31.0,255.33,1.853,1001.16,0.96,2017-07-19 19:54:05.209500,1.94,401.184,1.143,20036.057,15,2017-07-19 15:53:50.473042;
300,2017-07-19 19:53:57.100000,43.66674877777778,-79.40565933333333,126.707,31.013,260.464,1.72,1001.18,0.947,2017-07-19 19:54:20.139500,1.942,403.223,1.062,20098.342,15,2017-07-19 15:54:05.459407;
301,2017-07-19 19:54:12.100000,43.66678111111112,-79.40563511111108,133.86,30.773,256.989,2.22,1001.22,0.913,2017-07-19 19:54:35.069500,1.942,404.143,1.068,19882.95,15,2017-07-19 15:54:20.480043;
302,2017-07-19 19:54:27.100000,43.66677555555555,-79.4056771111111,134.807,30.973,190.595,0.447,1001.207,0.907,2017-07-19 19:54:50.005000,1.945,403.482,1.019,19531.501,15,2017-07-19 15:54:35.468029;
303,2017-07-19 19:54:42.100000,43.666756777777785,-79.40574855555555,132.32,31.033,239.575,1.027,1001.193,0.98,2017-07-19 19:55:04.941000,1.95,402.18,1.155,19283.159,15,2017-07-19 15:54:50.483837;
304,2017-07-19 19:54:56.600000,43.66676130952381,-79.40575333333334,136.179,31.129,244.361,0.8,1001.264,1.05,2017-07-19 19:55:19.872000,1.954,402.731,1.006,19157.257,15,2017-07-19 15:55:04.476753;
305,2017-07-19 19:55:11.100000,43.66673111111111,-79.40575055555557,136.633,31.2,244.737,1.04,1001.24,1.2,2017-07-19 19:55:34.801000,1.95,404.17,1.083,19153.237,15,2017-07-19 15:55:19.482910;
306,2017-07-19 19:55:26.100000,43.6667092222222,-79.40576244444445,133.54,31.2,243.477,2.087,1001.24,1.133,2017-07-19 19:55:49.730000,1.945,404.595,1.134,19014.565,15,2017-07-19 15:55:34.484558;
307,2017-07-19 19:55:41.100000,43.66672144444445,-79.40576822222222,133.173,31.2,243.078,1.66,1001.26,0.96,2017-07-19 19:56:04.661500,1.941,400.881,1.182,18877.369,15,2017-07-19 15:55:49.498075;
308,2017-07-19 19:55:56.100000,43.666732888888895,-79.40569744444446,134.06,31.2,89.751,0.907,1001.267,0.9,2017-07-19 19:56:19.592000,1.943,403.555,1.08,18882.47,15,2017-07-19 15:56:04.483828;
309,2017-07-19 19:56:11.100000,43.66666688888889,-79.40553700000001,129.18,31.2,64.525,0.913,1001.307,0.9,2017-07-19 19:56:34.522000,1.952,409.614,1.053,19034.284,15,2017-07-19 15:56:19.500495;
310,2017-07-19 19:56:26.100000,43.66654811111111,-79.40544044444445,124.627,31.293,329.543,1.2,1001.267,0.913,2017-07-19 19:56:49.451500,1.946,419.561,1.076,19090.597,15,2017-07-19 15:56:34.494021;
311,2017-07-19 19:56:41.100000,43.66637011111111,-79.40549566666665,122.26,31.2,252.42,2.3,1001.293,0.94,2017-07-19 19:57:04.380000,1.941,448.827,1.115,19079.465,15,2017-07-19 15:56:49.488768;
312,2017-07-19 19:56:56.100000,43.666326222222224,-79.40553677777778,117.04,31.273,282.264,1.973,1001.327,0.96,2017-07-19 19:57:19.309500,1.938,438.889,0.827,19160.85,15,2017-07-19 15:57:04.478273;
313,2017-07-19 19:57:11.100000,43.66632433333334,-79.40554733333332,115.86,31.3,262.095,2.273,1001.353,0.9,2017-07-19 19:57:34.243500,1.938,428.649,0.936,19205.809,15,2017-07-19 15:57:19.491609;
314,2017-07-19 19:57:26.100000,43.66631700000001,-79.40554655555555,116.92,31.153,254.02,3.467,1001.347,0.927,2017-07-19 19:57:49.178000,1.935,422.526,1.111,19152.766,15,2017-07-19 15:57:34.481302;
315,2017-07-19 19:57:41.100000,43.666288888888886,-79.40551922222222,116.653,31.413,295.737,0.907,1001.327,0.9,2017-07-19 19:58:04.108500,1.938,444.863,1.195,19139.177,15,2017-07-19 15:57:49.493623;
316,2017-07-19 19:57:56.100000,43.66628977777778,-79.40538411111112,117.82,31.6,338.393,0.907,1001.367,0.92,2017-07-19 19:58:19.038500,1.946,448.09,1.871,19210.526,15,2017-07-19 15:58:04.501389;
317,2017-07-19 19:58:11.100000,43.666366,-79.40520755555555,114.233,31.627,310.858,0.72,1001.347,0.9,2017-07-19 19:58:33.972000,1.942,420.717,1.278,19131.238,15,2017-07-19 15:58:19.495359;
318,2017-07-19 19:58:25.600000,43.666449523809526,-79.405045,124.85,31.607,247.67,0.693,1001.357,0.9,2017-07-19 19:58:48.904500,1.94,418.19,1.19,19109.336,15,2017-07-19 15:58:33.493143;
319,2017-07-19 19:58:40.100000,43.66639911111111,-79.40491711111112,128.133,31.713,235.629,1.467,1001.347,0.9,2017-07-19 19:59:03.834500,1.947,416.502,1.021,19167.403,15,2017-07-19 15:58:48.492551;
320,2017-07-19 19:58:55.100000,43.666387333333326,-79.40489611111111,125.82,31.8,222.796,2.113,1001.367,0.893,2017-07-19 19:59:18.770500,1.959,411.473,1.406,19061.8,15,2017-07-19 15:59:03.506983;
321,2017-07-19 19:59:10.100000,43.6663931111111,-79.40487822222221,122.987,31.853,235.753,1.82,1001.367,0.8,2017-07-19 19:59:33.710000,1.95,406.564,0.787,18848.484,15,2017-07-19 15:59:18.509653;
322,2017-07-19 19:59:25.100000,43.66640433333334,-79.40485277777776,120.673,31.867,282.474,1.867,1001.367,0.8,2017-07-19 19:59:48.643000,1.944,402.743,1.064,18630.731,15,2017-07-19 15:59:33.498409;
323,2017-07-19 19:59:40.100000,43.66638488888889,-79.40503800000002,119.587,31.8,303.744,0.833,1001.333,0.807,2017-07-19 20:00:03.572500,1.943,400.711,1.231,18492.851,15,2017-07-19 15:59:48.491219;
324,2017-07-19 19:59:55.100000,43.666272000000006,-79.40527888888889,126.287,31.573,183.811,2.2,1001.28,0.8,2017-07-19 20:00:18.503000,1.942,404.05,1.147,18404.813,15,2017-07-19 16:00:03.499077;
325,2017-07-19 20:00:10.100000,43.66606066666667,-79.40521855555555,128.38,31.647,167.939,1.78,1001.333,0.907,2017-07-19 20:00:33.432500,1.952,435.948,1.048,18308.868,15,2017-07-19 16:00:18.499988;
326,2017-07-19 20:00:25.100000,43.665924,-79.40503222222222,122.013,31.567,136.44,1.207,1001.373,1.0,2017-07-19 20:00:48.363500,1.962,452.682,1.196,18104.251,15,2017-07-19 16:00:33.501660;
327,2017-07-19 20:00:40.100000,43.66580222222221,-79.40498133333335,122.72,31.68,151.479,1.1,1001.387,1.0,2017-07-19 20:01:03.293500,1.96,450.963,1.314,17887.242,15,2017-07-19 16:00:48.509206;
328,2017-07-19 20:00:55.100000,43.66579377777778,-79.40499855555554,122.413,31.967,125.386,0.527,1001.513,1.107,2017-07-19 20:01:18.226500,1.96,464.347,1.379,17743.65,15,2017-07-19 16:01:03.505851;
329,2017-07-19 20:01:10.100000,43.66579988888889,-79.40503322222223,122.82,31.953,168.487,1.533,1001.52,1.2,2017-07-19 20:01:33.160500,1.961,484.202,1.507,17669.259,15,2017-07-19 16:01:18.495132;
330,2017-07-19 20:01:25.100000,43.665522333333335,-79.40491755555557,124.367,31.333,159.725,2.52,1001.427,1.24,2017-07-19 20:01:48.090000,1.964,560.998,1.474,17570.361,15,2017-07-19 16:01:33.512610;
331,2017-07-19 20:01:40.100000,43.66503033333333,-79.40474733333333,115.427,31.107,172.14,1.547,1001.407,1.2,2017-07-19 20:02:03.023500,1.965,568.726,1.478,17494.402,15,2017-07-19 16:01:48.498883;
