,gps_time,alt,amb,ch4,ch4d,co,co2,co2d,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
0,2019-05-21 14:21:35.400,68.1,22.370810119,1.9365609438,1.95301721344,0.187084426651,419.823618147,422.405330176,0.0534569539016,0.0,50.4846176928,7151.9126298,2.5,65.0,43.6633483333,-79.400145,1006.7,9.86549842677,24.657369643,0.0,21.0093828231,11.8,114.8,34.1,5.7,8.8
1,2019-05-21 14:21:36.400,63.0,22.3721062184,1.93764678492,1.9541662604,0.19417530307,419.821128955,422.160356069,0.236914255431,0.0,50.4609505766,7184.39294225,2.5,64.8,43.6633833333,-79.4001133333,1006.6,9.86661024415,24.657624597,0.0,21.0094775679,11.7,110.6,49.9,5.1,11.6
2,2019-05-21 14:21:37.400,57.3,22.3694628265,1.93813741935,1.94653275736,0.0911954823795,419.880019959,420.822289499,0.0347968163088,0.0,50.4961029178,7277.21321497,2.5,65.3,43.6633833333,-79.4001116667,1006.7,9.86738540705,24.6547594471,0.0,21.0097820276,11.7,107.8,44.7,4.6,9.6
3,2019-05-21 14:21:38.400,58.0,22.3670452772,1.93945540535,1.95315,0.146913507731,420.307613671,420.998,0.178125,0.0,50.4595639197,7259.08,2.6,65.2,43.6633733333,-79.4001083333,1006.6,9.86606977438,24.6526547228,0.0,21.0102820841,11.7,99.5,40.5,5.6,9.2
4,2019-05-21 14:21:39.400,63.6,22.366266574,1.93767697,1.95284118316,0.0986526304311,419.942660851,419.823712265,0.11485042036,0.0,50.4858048325,7215.65535557,2.6,65.7,43.66337,-79.4000633333,1006.7,9.86531735929,24.6512797775,0.0,21.0105633426,11.7,105.5,31.3,4.7,10.6
5,2019-05-21 14:21:40.400,70.2,22.3638657221,1.9374868155,1.94994425603,0.149274126014,420.113384424,419.443452865,0.133268115702,257.5,50.4742645918,7295.39462968,2.6,66.1,43.6633933333,-79.40003,1006.6,9.86486221412,24.6582746242,0.0,21.0106,11.7,105.9,38.7,6.1,8.9
6,2019-05-21 14:21:41.400,79.4,22.3637767571,1.9392795499,1.95429707231,0.117725940407,419.945366723,419.772748786,0.164106010544,355.9,50.4525372256,7094.55589301,2.6,66.2,43.6634033333,-79.4000033333,1006.7,9.86387975835,24.6622697657,0.0,21.0103395315,11.7,115.3,41.7,6.7,12.0
7,2019-05-21 14:21:42.400,88.9,22.3624792924,1.93670713346,1.94766546794,0.0291276007998,419.759368134,418.268276629,0.24826378201,55.6,50.5031683074,7239.48314131,2.6,66.2,43.6634583333,-79.39997,1006.6,9.86431246,24.6590980538,0.0,21.0099976992,11.7,114.5,48.5,6.9,13.6
8,2019-05-21 14:21:43.400,92.5,22.3613929836,1.93926202514,1.95269166494,0.0812700237406,420.071033522,418.919770234,0.120740445465,346.4,50.4751318549,7207.88657662,2.6,66.0,43.66347,-79.3999716667,1006.6,9.8645136852,24.6622233674,0.0,21.009761989,11.7,116.5,48.8,6.3,13.0
9,2019-05-21 14:21:44.400,94.0,22.3631719133,1.93920035461,1.95346658719,0.149038019433,419.735328363,418.10159084,0.185958062659,35.4,50.4705577937,7226.85644141,2.6,65.6,43.6634566667,-79.3999866667,1006.5,9.86646137263,24.6606948336,0.0,21.0095613398,11.7,116.5,50.0,5.0,11.9
