,gps_time,alt,amb,ch4,ch4d,ch4cal,co,co2,co2d,co2cal,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
0,2020-07-24 13:59:14.200000048,121.7,21.6034653873,2.05545190966,2.01051187519,2.08583426818,0.280137828532,432.094222932,416.820281262,444.93327433,0.0251135451009,154.4,50.4794539356,15904.562503,0.8,263.8,43.6612183333,-79.39901,1007.9,9.86682851885,24.6676703454,0.0,20.9631300384,22.1,235.4,338.3,1.0,1.8
1,2020-07-24 13:59:15.200000048,121.6,21.609392316,2.0492365496,2.007977814,2.0833394166,0.291813917966,430.533911227,415.377891572,443.083152728,0.00303096172291,19.0,50.53292682,15900.4562498,0.8,263.8,43.6612133333,-79.3990066667,1007.9,9.86580760784,24.6667274737,0.0,20.9638530264,22.1,238.5,341.8,1.2,2.2
2,2020-07-24 13:59:16.200000048,122.1,21.6141502425,2.0446716538,2.00874774187,2.07737332926,0.233213126261,429.736620739,415.867193506,441.571568155,0.173139343791,82.5,50.5242017966,15896.7580648,0.8,263.9,43.6612083333,-79.3990016667,1008.0,9.86633644989,24.6669,0.0,20.9657222146,22.1,238.7,332.4,1.0,2.1
3,2020-07-24 13:59:17.200000048,122.9,21.6231301063,2.04203410851,2.01094587165,2.07324785712,0.255155182844,428.253820169,415.992603123,440.868810853,0.0117512226916,27.2,50.471730704,15952.2221864,0.8,263.7,43.6612016667,-79.3989966667,1007.9,9.86797271993,24.6663207111,0.0,20.96712136,22.1,232.0,325.5,1.5,3.1
4,2020-07-24 13:59:18.200000048,123.5,21.6283490007,2.0359102928,2.00828999716,2.07065002344,0.306957825305,426.125838393,414.458950819,439.324680226,0.0264578363672,116.7,50.5239120979,16070.8572594,0.8,263.6,43.6611983333,-79.3989883333,1008.1,9.86674139732,24.6654729994,0.0,20.9684150012,22.1,230.0,326.5,1.5,2.6
5,2020-07-24 13:59:19.200000048,124.0,21.6326224218,2.03096461376,2.00864562557,2.06441763453,0.220807735025,424.480766406,415.317969819,437.217602237,0.048522534622,111.2,50.5482974647,15991.6764655,0.8,263.4,43.661195,-79.39898,1008.0,9.86559452133,24.6680639905,0.0,20.9703697346,22.1,203.4,318.0,0.7,1.3
6,2020-07-24 13:59:20.200000048,124.6,21.639149646,2.02731758074,2.01152634968,2.05979383247,0.188052195126,423.185231569,415.1529206,435.626729593,0.261874340078,196.9,50.4839725266,15894.2571273,0.8,263.3,43.6611933333,-79.3989733333,1007.9,9.86768194957,24.6691083923,0.0,20.971640114,22.2,220.2,319.3,1.0,2.3
7,2020-07-24 13:59:21.200000048,125.1,21.6446517256,2.02108696036,2.0063057301,2.05629545802,0.229183330904,421.230265601,413.805623035,434.353221133,0.234723307831,16.2,50.5257129472,16073.0661256,0.8,263.4,43.6611933333,-79.398965,1008.1,9.86592865596,24.670258328,0.1,20.972679164,22.2,188.0,279.0,0.8,1.5
8,2020-07-24 13:59:22.200000048,125.6,21.6504639112,2.01862203009,2.00655,2.05021950466,0.175543592451,420.378563897,413.883,432.434962256,0.0663925,17.9,50.5505989427,16188.2,0.8,263.5,43.661195,-79.398955,1007.9,9.86426953381,24.6655908252,0.0,20.9738046619,22.2,205.6,322.9,0.9,2.6
9,2020-07-24 13:59:23.200000048,125.9,21.6570000055,2.0162333302,2.00817,2.04785235861,0.18302572218,419.006998244,412.829,431.588892078,0.0432671,347.2,50.5114666259,16039.0,0.9,263.6,43.6611933333,-79.3989483333,1008.0,9.86711000375,24.6660333379,0.0,20.9751333345,22.2,212.6,299.5,1.3,2.6
