gps_time,alt,amb,ch4,ch4d,ch4cal,co,co2,co2d,co2cal,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2020-07-31 15:08:45.400000095,112.0,22.4168999365,2.11905090092,1.71986219222,1.71733380889,0.0651946655712,417.905904276,338.052525362,342.756294529,0.0903137859967,204.8,50.6655171614,15547.1391631,1.2,346.5,43.6612033333,-79.3988866667,999.7,9.86792039068,24.6299384965,0.0,21.5932346109,24.0,352.7,357.5,3.0,5.2
2020-07-31 15:08:46.400000095,111.7,22.4245626656,2.09042364418,2.15207610801,2.14954772468,0.0,413.416688308,424.439187311,429.142956477,0.0641255604182,201.8,50.544205716,15716.310653,1.2,346.5,43.6612016667,-79.3988883333,999.6,9.86570780895,24.6340928813,0.0,21.5949397766,24.1,353.4,10.0,3.2,6.5
2020-07-31 15:08:47.400000095,111.4,22.4300000828,2.08418630648,2.1233037589,2.12077537557,0.0,412.444545235,419.936255322,424.640024489,0.0,212.2,50.5351562082,15992.523985,1.2,346.4,43.6612016667,-79.39889,999.6,9.86530585642,24.6373635987,0.0,21.5968376806,24.1,346.9,3.6,3.2,6.4
2020-07-31 15:08:48.400000095,111.1,22.4397900391,2.08845082189,2.11803140034,2.115503017,0.0,412.506872697,419.142216974,423.845986141,0.0,225.4,50.4879017979,16127.6210051,1.2,346.4,43.6612,-79.39889,999.6,9.86520437186,24.6366668788,0.0,21.5982275042,24.1,341.7,3.6,3.0,6.5
2020-07-31 15:08:49.400000095,110.7,22.4462239194,2.08722849084,2.12270539439,2.12017701105,0.0712934815051,412.097352625,419.264295237,423.968064404,0.0,207.8,50.5328031992,16228.151038,1.2,346.1,43.6612,-79.3988916667,999.7,9.86545717583,24.635996044,0.0,21.5994359707,24.1,350.6,353.5,3.3,6.0
2020-07-31 15:08:50.400000095,110.5,22.4517802523,2.09055492789,2.12159657307,2.11906818974,0.0430743463998,412.095528983,418.892074637,423.595843803,0.0743788248655,191.4,50.5195172251,16411.4763094,1.2,346.4,43.6612,-79.3988933333,999.7,9.86867251988,24.6332857636,0.0,21.6009700631,24.1,353.1,12.7,2.8,5.7
2020-07-31 15:08:51.400000095,110.3,22.4609294048,2.09441407536,2.12571274132,2.12318435799,0.0390684745353,411.402866081,418.980072179,423.683841346,0.0398286384336,106.1,50.5079094536,16572.84598,1.2,346.3,43.6612,-79.3988933333,999.7,9.86896108381,24.6341551155,0.0,21.6027932929,24.1,345.7,3.4,2.8,5.2
2020-07-31 15:08:52.400000095,110.0,22.4743767976,2.10098601506,2.13008179252,2.12755340919,0.00588861630953,411.910289344,419.030388615,423.734157782,0.133753322214,127.4,50.4702846153,16969.9080218,1.2,346.2,43.6612016667,-79.398895,999.6,9.86754492276,24.6356165608,0.0,21.6064475888,24.1,346.8,357.8,2.6,4.6
2020-07-31 15:08:53.400000095,109.8,22.4744690113,2.10107274577,2.13007842797,2.12755004463,0.00420852034515,411.908494915,419.044258052,423.748027219,0.134715304103,109.2,50.4690621609,16972.4164833,1.2,346.1,43.6612016667,-79.398895,999.8,9.86756349011,24.6356688983,0.0,21.6064625424,24.1,353.7,358.0,2.7,5.4
2020-07-31 15:08:54.400000095,109.6,22.4745459983,2.10114515514,2.13007561898,2.12754723565,0.00280584881196,411.90699679,419.05583731,423.759606476,0.135518439543,105.8,50.4680415633,16974.5107371,1.2,346.1,43.6612033333,-79.398895,999.7,9.86757899155,24.6357125936,0.0,21.6064750267,24.2,28.7,12.5,3.1,5.3
