gps_time,alt,amb,ch4,ch4d,ch4cal,co,co2,co2d,co2cal,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2020-10-06 21:31:51.200000048,75.3,28.2727878019,2.25541841576,2.32850198499,2.32626413499,0.0681260630214,403.790805921,412.839645317,417.438334067,0.220570001289,116.8,50.8384369695,10710.4268116,0.8,113.2,43.63052,-79.42765,999.2,9.88519041104,24.6701279194,14.6,26.4946465101,13.3,198.1,42.6,4.5,13.4
2020-10-06 21:31:52.099999905,75.5,28.2762661678,2.26122871209,2.27991187818,2.27767402818,0.130006823977,406.807732401,408.186716852,412.785405602,0.0694742724819,119.1,50.6904342055,10715.2222152,0.8,115.0,43.6304983333,-79.427605,999.2,9.88560291368,24.6732360584,14.8,26.4943280049,13.3,194.4,42.7,4.9,14.9
2020-10-06 21:31:53.099999905,75.5,28.2808828925,2.23693449567,2.28523890679,2.28300105679,0.0297680408455,404.870461299,411.166692224,415.765380974,0.128852992074,120.0,50.859614717,10688.4458953,0.8,118.4,43.63048,-79.42756,999.1,9.88273188627,24.6740926515,15.0,26.4944843201,13.3,193.1,42.3,5.4,15.8
2020-10-06 21:31:54.200000048,75.5,28.2739861721,2.23550199488,2.26110862802,2.25887077802,0.159715093299,407.076961818,409.282957892,413.881646642,0.0324850069193,121.5,50.5713274749,10846.5301747,0.8,114.9,43.6304566667,-79.4275133333,999.1,9.88419066261,24.6678707958,15.0,26.4942815268,13.3,194.2,42.2,5.7,15.8
2020-10-06 21:31:55.200000048,75.1,28.275601624,2.22480470348,2.25981148207,2.25757363207,0.0105613460586,406.014609759,411.510729645,416.109418395,0.157803365302,125.3,50.4506615963,10671.1591949,0.8,122.8,43.63043,-79.42747,999.1,9.88654810372,24.6712290208,14.6,26.4936431116,13.3,200.6,41.0,4.4,13.8
2020-10-06 21:31:56.200000048,75.2,28.2776020225,2.20361846135,2.24859643445,2.24635858445,0.068610071362,405.458280758,410.39976294,414.99845169,0.0105823265305,125.9,50.4722851929,10696.6793033,0.8,121.4,43.63041,-79.4274283333,999.2,9.88603897457,24.679716698,14.8,26.4932777987,13.3,199.9,44.9,5.8,15.4
2020-10-06 21:31:57.099999905,75.2,28.2739666687,2.17060669534,2.22736992731,2.22513207731,0.278819331488,402.950084094,409.835813674,414.434502424,0.0698089983199,125.3,51.0798767162,10698.7233565,0.8,119.6,43.630395,-79.4273916667,999.1,9.88336409714,24.6786717924,14.6,26.4930666687,13.3,199.1,41.0,4.7,13.9
2020-10-06 21:31:58.200000048,75.1,28.2751360753,2.18432747276,2.19449265934,2.19225480934,0.106717617632,407.005093156,407.411221821,412.009910571,0.277827542892,124.0,50.8896559807,10854.0014204,0.8,121.8,43.630375,-79.42735,999.2,9.88143366698,24.6759485299,14.8,26.4939185662,13.3,198.1,41.2,4.9,13.5
2020-10-06 21:31:59.200000048,75.3,28.2756722462,2.17832260296,2.2082354105,2.2059975605,0.0537345616754,407.817333759,411.495787202,416.094475952,0.106211504009,123.7,50.5874340192,10844.546011,0.8,123.4,43.6303533333,-79.4272966667,999.1,9.88504691135,24.6729265656,15.0,26.4933722462,13.3,204.4,40.3,4.3,11.8
2020-10-06 21:32:00.099999905,75.1,28.2768999887,2.16595443192,2.20216344793,2.19992559793,0.189472443688,406.167049596,412.281859715,416.880548465,0.0548137833831,122.8,50.509102803,10699.4290888,0.8,117.7,43.6303383333,-79.4272566667,999.2,9.88681634774,24.6794146294,15.1,26.4939902395,13.3,204.6,41.2,4.5,12.2
